Straat,Coordinaten
't Gangske,"[50.887902100000005, 3.2392058500000003]"
't Zaagske,"[50.890711446707705, 3.23454648000381]"
A. Dassonvillelaan,"[50.88622665, 3.23613692874327]"
Abeelbospad,"[50.8826896865007, 3.2387434278937937]"
Achille Delaerepad,"[""FOUT, geen straat gevonden""]"
Bauwelarestraat,"[50.89687407625842, 3.232971339544385]"
Beiaardstraat,"[50.87474478146977, 3.2236404586291116]"
Bergkapel,"[50.88232755202652, 3.2377375656946255]"
Beukenlaan,"[50.88947658456078, 3.2431975817898064]"
Boerderijstraat,"[50.88433655, 3.2292352500000003]"
Bosmolenstraat,"[50.88764430466594, 3.196395632799122]"
Brugsesteenweg,"[""FOUT, geen straat gevonden""]"
Burgemeester G. Dussartlaan,"[50.8740477528771, 3.2404306700576297]"
Burgemeester R. Vandemaeleplein,"[50.88565395, 3.23702661240812]"
Dahliastraat,"[50.88371321132945, 3.2397849191783488]"
De Knok,"[50.8839535, 3.2374482]"
De Vierschaar,"[50.88454225189324, 3.23125432882002]"
Doornmolenweg,"[50.89676172023859, 3.265554262269064]"
Dorpsplein,"[50.886135460630015, 3.237592097721526]"
Duifhuizelaan,"[50.88550649239418, 3.245584967643047]"
Elfde Julilaan,"[50.886984475022835, 3.234676814287844]"
Em. Neirynckstraat,"[""FOUT, geen straat gevonden""]"
Geitestraat,"[50.89000171629715, 3.197323994692399]"
Gentsestraat,"[50.897233621297566, 3.2609047661826973]"
Gerstveld,"[50.88340946960926, 3.242628449993591]"
Groeningebergstraat,"[50.88614305, 3.25064095]"
Groenstraat,"[50.89668754581221, 3.2347744312734643]"
Harelbeeksestraat,"[50.884348474820726, 3.2574599536075]"
Haverveld,"[50.884000486208514, 3.242014907511093]"
Heirweg,"[50.8965976, 3.25869925]"
Heulsestraat,"[50.872302000000005, 3.2397032]"
Hoevestraat,"[50.88407579980928, 3.2283143546896342]"
Hoge Doornweg,"[50.8948373907642, 3.2627073009811305]"
Hoog Einde,"[50.8832074, 3.23386045]"
Hulstemolenstraat,"[50.8854675494442, 3.2521559798155733]"
Hulstsestraat,"[50.88198155360064, 3.2668270939417763]"
Ingelmunstersestraat,"[50.898449299999996, 3.2434250000000002]"
Izegemsestraat,"[50.88859494787977, 3.237021193201709]"
Julien Ottevaerelaan,"[50.88285066267531, 3.243361266076281]"
Kardinaal Cardijnlaan,"[50.88805635345857, 3.2340672670491313]"
Kasteelgoed,"[50.889199299999994, 3.241917]"
Kasteelstraat,"[50.886865671925975, 3.2393325081064144]"
Kloostertuin,"[50.88385324957411, 3.238584736939773]"
Korenveld,"[50.8842612, 3.2446057]"
Kortemunteweg,"[50.88573788603504, 3.227714021916694]"
Kortrijksestraat,"[50.88174723803482, 3.228014776004492]"
Kouterwegel,"[50.882443736148055, 3.2326499998032294]"
Kuurnsestraat,"[50.88097501357782, 3.242108111099058]"
Kwadestraat,"[50.877261145687605, 3.250901592628609]"
Lampernisbeekstraat,"[50.88830812694486, 3.267912439481595]"
Langemuntelaan,"[50.88407951356501, 3.2325057248448092]"
Ledebeekpad,"[50.88464163679423, 3.2441498357491723]"
Ledebeekweg,"[50.88428092276754, 3.246550925468657]"
Leenstraat,"[50.896535557366086, 3.204365694163219]"
Lenteweg,"[50.88671982441497, 3.2527035447414314]"
Lijnzaadstraat,"[50.890998067749244, 3.2382357200382352]"
Lokbeekstraat,"[50.89737693391249, 3.240733232310382]"
Lommerweeldepad,"[50.88472195, 3.2375208]"
Loskaaipad,"[50.8883488628644, 3.2380974503127047]"
Louis De Beerplein,"[50.88524797576777, 3.2437624765057853]"
Maaihofpad,"[50.889618741718714, 3.24154429254702]"
Manpadstraat,"[50.88571353347716, 3.2593827483747644]"
Meikapelstraat,"[50.89248415, 3.24633415]"
Molenstraat,"[50.88642465215509, 3.222756346042003]"
Nelcastraat,"[50.88650520159117, 3.2473363714694425]"
Nieuwstraat,"[""50.88384505668208"", ""3.2407133254802987""]"
Orsestraat,"[50.88997823836345, 3.221763860866086]"
Oude Ieperstraat,"[50.896560298371725, 3.2077354964333953]"
Oudstrijderslaan,"[50.88847659842007, 3.2331228710392765]"
Pastoor De Beirstraat,"[50.88833299490756, 3.239009409575842]"
Pieter Meerssemanstraat,"[50.889837370072165, 3.24589043369283]"
Processieweg,"[50.87371625, 3.2381822]"
Rijksweg,"[50.89418450019405, 3.2363961004060653]"
Rodemont,"[50.88218071681347, 3.2329287271698024]"
Roggeveld,"[50.88462719729939, 3.2418538839723]"
Roterijstraat,"[50.88713576969371, 3.2103028970133587]"
Rozebeeksestraat,"[50.88742131038756, 3.2423016727375202]"
Scharminkelpad,"[50.8873953030871, 3.23827907186418]"
Sentestraat,"[50.87213492930115, 3.2318924944265737]"
Sint Antoniusstraat,"[50.8750961764035, 3.2084032079839084]"
Sint Arnoldusstraat,"[50.87873787003492, 3.2085318370144162]"
Sint Jozefsstraat,"[50.886062709243696, 3.2405871167843134]"
Sint-Katharinastraat,"[50.87161440978953, 3.240370822625086]"
Sneppestraat,"[50.884469542844606, 3.2128838707859058]"
Spoelewielenlaan,"[50.891386080650015, 3.2387766157388143]"
Stationsstraat,"[50.88548935397663, 3.2502766999514128]"
Steckenbornpad,"[50.88413932125409, 3.2364531562239267]"
Sterrekensstraat,"[50.892575920065546, 3.229378863819611]"
Steuren Ambacht,"[50.88283788726043, 3.231642690360238]"
Stevenistenweg,"[50.87367003139896, 3.2163282902495576]"
Tarwelaan,"[50.882275239030484, 3.242371880741376]"
Terrynstraat,"[50.89549963003434, 3.2153291584677426]"
Tramlijnpad,"[50.8890057707664, 3.2389528318395926]"
Veldbosstraat,"[50.88268988008559, 3.2571966219070503]"
Vijverzicht,"[50.887495010040055, 3.236419096559248]"
Violierstraat,"[""50.88406131884321"", ""3.2395103404926777""]"
Vlasbloemstraat,"[50.89131424458599, 3.2373503484337935]"
Vlaschaardstraat,"[50.890256857693636, 3.2401474739714673]"
Vlasfabriekpad,"[50.882898637289394, 3.2414533749078838]"
Wilgenlaan,"[50.890501091790206, 3.243914420513292]"
Winkelsestraat,"[50.88443535129917, 3.2261875097053387]"
Woestynestraat,"[50.88939629202036, 3.1908605842424658]"
Zomerweg,"[50.88751769334607, 3.251645522942481]"
Zwingelaarstraat,"[50.89054700543678, 3.239051478123811]"
